,accuracy/valid,accuracy/test,accuracy/full,data,validation_loss,validation_data,model,mode,template_type
5,0.21105527638190955,0.24791550861589773,0.24424424424424424,bats,499.0681368670886,semeval2012,relbert_output/ckpt/roberta_auto_c823/epoch_2,average_no_mask,
6,0.32432432432432434,0.20474777448071216,0.21657754010695188,sat,499.0681368670886,semeval2012,relbert_output/ckpt/roberta_auto_c823/epoch_2,average_no_mask,
7,0.20833333333333334,0.23684210526315788,0.23412698412698413,u2,499.0681368670886,semeval2012,relbert_output/ckpt/roberta_auto_c823/epoch_2,average_no_mask,
8,0.16666666666666666,0.2662037037037037,0.25625,u4,499.0681368670886,semeval2012,relbert_output/ckpt/roberta_auto_c823/epoch_2,average_no_mask,
9,0.22,0.274,0.2690909090909091,google,499.0681368670886,semeval2012,relbert_output/ckpt/roberta_auto_c823/epoch_2,average_no_mask,
10,0.2562814070351759,0.27181767648693717,0.2702702702702703,bats,498.45772349683546,semeval2012,relbert_output/ckpt/roberta_auto_c832/epoch_2,average_no_mask,
11,0.21621621621621623,0.24925816023738873,0.24598930481283424,sat,498.45772349683546,semeval2012,relbert_output/ckpt/roberta_auto_c832/epoch_2,average_no_mask,
12,0.125,0.2675438596491228,0.25396825396825395,u2,498.45772349683546,semeval2012,relbert_output/ckpt/roberta_auto_c832/epoch_2,average_no_mask,
13,0.16666666666666666,0.2523148148148148,0.24375,u4,498.45772349683546,semeval2012,relbert_output/ckpt/roberta_auto_c832/epoch_2,average_no_mask,
14,0.28,0.288,0.2872727272727273,google,498.45772349683546,semeval2012,relbert_output/ckpt/roberta_auto_c832/epoch_2,average_no_mask,
15,0.6683417085427136,0.6531406336853808,0.6546546546546547,bats,26.45710387410997,semeval2012,relbert_output/ckpt/roberta_auto_c833/epoch_2,average_no_mask,
16,0.5945945945945946,0.56973293768546,0.5721925133689839,sat,26.45710387410997,semeval2012,relbert_output/ckpt/roberta_auto_c833/epoch_2,average_no_mask,
17,0.5,0.5131578947368421,0.5119047619047619,u2,26.45710387410997,semeval2012,relbert_output/ckpt/roberta_auto_c833/epoch_2,average_no_mask,
18,0.6041666666666666,0.5069444444444444,0.5166666666666667,u4,26.45710387410997,semeval2012,relbert_output/ckpt/roberta_auto_c833/epoch_2,average_no_mask,
19,0.82,0.784,0.7872727272727272,google,26.45710387410997,semeval2012,relbert_output/ckpt/roberta_auto_c833/epoch_2,average_no_mask,
20,0.24623115577889448,0.2707059477487493,0.2682682682682683,bats,505.28757911392404,semeval2012,relbert_output/ckpt/roberta_auto_c922/epoch_2,average_no_mask,
21,0.1891891891891892,0.26409495548961426,0.25668449197860965,sat,505.28757911392404,semeval2012,relbert_output/ckpt/roberta_auto_c922/epoch_2,average_no_mask,
22,0.3333333333333333,0.22807017543859648,0.23809523809523808,u2,505.28757911392404,semeval2012,relbert_output/ckpt/roberta_auto_c922/epoch_2,average_no_mask,
23,0.3333333333333333,0.2662037037037037,0.27291666666666664,u4,505.28757911392404,semeval2012,relbert_output/ckpt/roberta_auto_c922/epoch_2,average_no_mask,
24,0.28,0.244,0.24727272727272728,google,505.28757911392404,semeval2012,relbert_output/ckpt/roberta_auto_c922/epoch_2,average_no_mask,
25,0.7638190954773869,0.754307948860478,0.7552552552552553,bats,28.84071678451345,semeval2012,relbert_output/ckpt/roberta_auto_c923/epoch_2,average_no_mask,
26,0.5405405405405406,0.599406528189911,0.5935828877005348,sat,28.84071678451345,semeval2012,relbert_output/ckpt/roberta_auto_c923/epoch_2,average_no_mask,
27,0.4583333333333333,0.5570175438596491,0.5476190476190477,u2,28.84071678451345,semeval2012,relbert_output/ckpt/roberta_auto_c923/epoch_2,average_no_mask,
28,0.5208333333333334,0.5439814814814815,0.5416666666666666,u4,28.84071678451345,semeval2012,relbert_output/ckpt/roberta_auto_c923/epoch_2,average_no_mask,
29,0.86,0.872,0.8709090909090909,google,28.84071678451345,semeval2012,relbert_output/ckpt/roberta_auto_c923/epoch_2,average_no_mask,
30,0.7688442211055276,0.7281823235130628,0.7322322322322322,bats,15.598636675484572,semeval2012,relbert_output/ckpt/roberta_auto_c932/epoch_2,average_no_mask,
31,0.4594594594594595,0.6409495548961425,0.6229946524064172,sat,15.598636675484572,semeval2012,relbert_output/ckpt/roberta_auto_c932/epoch_2,average_no_mask,
32,0.4583333333333333,0.5657894736842105,0.5555555555555556,u2,15.598636675484572,semeval2012,relbert_output/ckpt/roberta_auto_c932/epoch_2,average_no_mask,
33,0.5416666666666666,0.5532407407407407,0.5520833333333334,u4,15.598636675484572,semeval2012,relbert_output/ckpt/roberta_auto_c932/epoch_2,average_no_mask,
34,0.84,0.782,0.7872727272727272,google,15.598636675484572,semeval2012,relbert_output/ckpt/roberta_auto_c932/epoch_2,average_no_mask,
35,0.5527638190954773,0.5397443023902168,0.541041041041041,bats,16.849304971815666,semeval2012,relbert_output/ckpt/roberta_auto_c933/epoch_2,average_no_mask,
36,0.2972972972972973,0.4836795252225519,0.46524064171123,sat,16.849304971815666,semeval2012,relbert_output/ckpt/roberta_auto_c933/epoch_2,average_no_mask,
37,0.5,0.4824561403508772,0.48412698412698413,u2,16.849304971815666,semeval2012,relbert_output/ckpt/roberta_auto_c933/epoch_2,average_no_mask,
38,0.5625,0.4837962962962963,0.49166666666666664,u4,16.849304971815666,semeval2012,relbert_output/ckpt/roberta_auto_c933/epoch_2,average_no_mask,
39,0.7,0.632,0.6381818181818182,google,16.849304971815666,semeval2012,relbert_output/ckpt/roberta_auto_c933/epoch_2,average_no_mask,
40,0.23115577889447236,0.29016120066703727,0.28428428428428426,bats,494.19939181170884,semeval2012,relbert_output/ckpt/roberta_auto_d822/epoch_2,average_no_mask,
41,0.1891891891891892,0.18397626112759644,0.18449197860962566,sat,494.19939181170884,semeval2012,relbert_output/ckpt/roberta_auto_d822/epoch_2,average_no_mask,
42,0.3333333333333333,0.2236842105263158,0.23412698412698413,u2,494.19939181170884,semeval2012,relbert_output/ckpt/roberta_auto_d822/epoch_2,average_no_mask,
43,0.22916666666666666,0.2337962962962963,0.23333333333333334,u4,494.19939181170884,semeval2012,relbert_output/ckpt/roberta_auto_d822/epoch_2,average_no_mask,
44,0.26,0.29,0.2872727272727273,google,494.19939181170884,semeval2012,relbert_output/ckpt/roberta_auto_d822/epoch_2,average_no_mask,
45,0.7587939698492462,0.7420789327404114,0.7437437437437437,bats,29.297792845134495,semeval2012,relbert_output/ckpt/roberta_auto_d823/epoch_2,average_no_mask,
46,0.43243243243243246,0.5459940652818991,0.5347593582887701,sat,29.297792845134495,semeval2012,relbert_output/ckpt/roberta_auto_d823/epoch_2,average_no_mask,
47,0.5416666666666666,0.44298245614035087,0.4523809523809524,u2,29.297792845134495,semeval2012,relbert_output/ckpt/roberta_auto_d823/epoch_2,average_no_mask,
48,0.5208333333333334,0.4837962962962963,0.4875,u4,29.297792845134495,semeval2012,relbert_output/ckpt/roberta_auto_d823/epoch_2,average_no_mask,
49,0.82,0.758,0.7636363636363637,google,29.297792845134495,semeval2012,relbert_output/ckpt/roberta_auto_d823/epoch_2,average_no_mask,
50,0.24120603015075376,0.2490272373540856,0.24824824824824826,bats,497.93260482594934,semeval2012,relbert_output/ckpt/roberta_auto_d832/epoch_2,average_no_mask,
51,0.2972972972972973,0.17804154302670624,0.18983957219251338,sat,497.93260482594934,semeval2012,relbert_output/ckpt/roberta_auto_d832/epoch_2,average_no_mask,
52,0.08333333333333333,0.23684210526315788,0.2222222222222222,u2,497.93260482594934,semeval2012,relbert_output/ckpt/roberta_auto_d832/epoch_2,average_no_mask,
53,0.25,0.25,0.25,u4,497.93260482594934,semeval2012,relbert_output/ckpt/roberta_auto_d832/epoch_2,average_no_mask,
54,0.28,0.256,0.2581818181818182,google,497.93260482594934,semeval2012,relbert_output/ckpt/roberta_auto_d832/epoch_2,average_no_mask,
55,0.24120603015075376,0.27015008337965535,0.2672672672672673,bats,502.1881675237342,semeval2012,relbert_output/ckpt/roberta_auto_d833/epoch_2,average_no_mask,
56,0.1891891891891892,0.2166172106824926,0.21390374331550802,sat,502.1881675237342,semeval2012,relbert_output/ckpt/roberta_auto_d833/epoch_2,average_no_mask,
57,0.25,0.2631578947368421,0.2619047619047619,u2,502.1881675237342,semeval2012,relbert_output/ckpt/roberta_auto_d833/epoch_2,average_no_mask,
58,0.25,0.2569444444444444,0.25625,u4,502.1881675237342,semeval2012,relbert_output/ckpt/roberta_auto_d833/epoch_2,average_no_mask,
59,0.22,0.278,0.2727272727272727,google,502.1881675237342,semeval2012,relbert_output/ckpt/roberta_auto_d833/epoch_2,average_no_mask,
60,0.7889447236180904,0.7682045580878266,0.7702702702702703,bats,23.911594825454905,semeval2012,relbert_output/ckpt/roberta_auto_d922/epoch_2,average_no_mask,
61,0.5675675675675675,0.6023738872403561,0.5989304812834224,sat,23.911594825454905,semeval2012,relbert_output/ckpt/roberta_auto_d922/epoch_2,average_no_mask,
62,0.5833333333333334,0.49122807017543857,0.5,u2,23.911594825454905,semeval2012,relbert_output/ckpt/roberta_auto_d922/epoch_2,average_no_mask,
63,0.5208333333333334,0.5300925925925926,0.5291666666666667,u4,23.911594825454905,semeval2012,relbert_output/ckpt/roberta_auto_d922/epoch_2,average_no_mask,
64,0.92,0.91,0.9109090909090909,google,23.911594825454905,semeval2012,relbert_output/ckpt/roberta_auto_d922/epoch_2,average_no_mask,
65,0.3015075376884422,0.32017787659811003,0.3183183183183183,bats,495.41426028481015,semeval2012,relbert_output/ckpt/roberta_auto_d923/epoch_2,average_no_mask,
66,0.13513513513513514,0.19881305637982197,0.1925133689839572,sat,495.41426028481015,semeval2012,relbert_output/ckpt/roberta_auto_d923/epoch_2,average_no_mask,
67,0.125,0.29385964912280704,0.2777777777777778,u2,495.41426028481015,semeval2012,relbert_output/ckpt/roberta_auto_d923/epoch_2,average_no_mask,
68,0.20833333333333334,0.25,0.24583333333333332,u4,495.41426028481015,semeval2012,relbert_output/ckpt/roberta_auto_d923/epoch_2,average_no_mask,
69,0.28,0.276,0.27636363636363637,google,495.41426028481015,semeval2012,relbert_output/ckpt/roberta_auto_d923/epoch_2,average_no_mask,
70,0.8040201005025126,0.77431906614786,0.7772772772772772,bats,36.58779636817643,semeval2012,relbert_output/ckpt/roberta_auto_d932/epoch_2,average_no_mask,
71,0.4594594594594595,0.6320474777448071,0.6149732620320855,sat,36.58779636817643,semeval2012,relbert_output/ckpt/roberta_auto_d932/epoch_2,average_no_mask,
72,0.5833333333333334,0.5570175438596491,0.5595238095238095,u2,36.58779636817643,semeval2012,relbert_output/ckpt/roberta_auto_d932/epoch_2,average_no_mask,
73,0.5,0.5694444444444444,0.5625,u4,36.58779636817643,semeval2012,relbert_output/ckpt/roberta_auto_d932/epoch_2,average_no_mask,
74,0.9,0.876,0.8781818181818182,google,36.58779636817643,semeval2012,relbert_output/ckpt/roberta_auto_d932/epoch_2,average_no_mask,
75,0.2613065326633166,0.245136186770428,0.24674674674674674,bats,499.431269778481,semeval2012,relbert_output/ckpt/roberta_auto_d933/epoch_2,average_no_mask,
76,0.1891891891891892,0.20474777448071216,0.20320855614973263,sat,499.431269778481,semeval2012,relbert_output/ckpt/roberta_auto_d933/epoch_2,average_no_mask,
77,0.25,0.18859649122807018,0.19444444444444445,u2,499.431269778481,semeval2012,relbert_output/ckpt/roberta_auto_d933/epoch_2,average_no_mask,
78,0.2708333333333333,0.24074074074074073,0.24375,u4,499.431269778481,semeval2012,relbert_output/ckpt/roberta_auto_d933/epoch_2,average_no_mask,
79,0.24,0.246,0.24545454545454545,google,499.431269778481,semeval2012,relbert_output/ckpt/roberta_auto_d933/epoch_2,average_no_mask,
