accuracy,model,prefix,data
0.1686241610738255,relbert/flan-t5-base-analogy-permutation-domain,,conceptnet_relational_similarity
0.4866666666666667,relbert/flan-t5-base-analogy-permutation-domain,,nell_relational_similarity
0.10891089108910891,relbert/flan-t5-base-analogy-permutation-domain,,scan
0.3074866310160428,relbert/flan-t5-small-analogy-permutation-domain,,sat_full
0.37280701754385964,relbert/flan-t5-small-analogy-permutation-domain,,u2
0.3819444444444444,relbert/flan-t5-small-analogy-permutation-domain,,u4
0.692,relbert/flan-t5-small-analogy-permutation-domain,,google
0.5814341300722624,relbert/flan-t5-small-analogy-permutation-domain,,bats
0.12021857923497267,relbert/flan-t5-small-analogy-permutation-domain,,t_rex_relational_similarity
0.12332214765100671,relbert/flan-t5-small-analogy-permutation-domain,,conceptnet_relational_similarity
0.3883333333333333,relbert/flan-t5-small-analogy-permutation-domain,,nell_relational_similarity
0.1021039603960396,relbert/flan-t5-small-analogy-permutation-domain,,scan
0.4786096256684492,relbert/t5-3b-analogy,,sat_full
0.5657894736842105,relbert/t5-3b-analogy,,u2
0.5416666666666666,relbert/t5-3b-analogy,,u4
0.944,relbert/t5-3b-analogy,,google
0.7804335742078933,relbert/t5-3b-analogy,,bats
0.2459016393442623,relbert/t5-3b-analogy,,t_rex_relational_similarity
0.19546979865771813,relbert/t5-3b-analogy,,conceptnet_relational_similarity
0.4066666666666667,relbert/t5-3b-analogy,,nell_relational_similarity
0.11386138613861387,relbert/t5-3b-analogy,,scan
0.4304812834224599,relbert/t5-large-analogy,,sat_full
0.5175438596491229,relbert/t5-large-analogy,,u2
0.48842592592592593,relbert/t5-large-analogy,,u4
0.874,relbert/t5-large-analogy,,google
0.7354085603112841,relbert/t5-large-analogy,,bats
0.1912568306010929,relbert/t5-large-analogy,,t_rex_relational_similarity
0.17114093959731544,relbert/t5-large-analogy,,conceptnet_relational_similarity
0.3933333333333333,relbert/t5-large-analogy,,nell_relational_similarity
0.10396039603960396,relbert/t5-large-analogy,,scan
0.4117647058823529,relbert/t5-base-analogy,,sat_full
0.41228070175438597,relbert/t5-base-analogy,,u2
0.4375,relbert/t5-base-analogy,,u4
0.78,relbert/t5-base-analogy,,google
0.6409116175653141,relbert/t5-base-analogy,,bats
0.18579234972677597,relbert/t5-base-analogy,,t_rex_relational_similarity
0.12919463087248323,relbert/t5-base-analogy,,conceptnet_relational_similarity
0.41833333333333333,relbert/t5-base-analogy,,nell_relational_similarity
0.10581683168316831,relbert/t5-base-analogy,,scan
0.3155080213903743,relbert/t5-small-analogy,,sat_full
0.37719298245614036,relbert/t5-small-analogy,,u2
0.3425925925925926,relbert/t5-small-analogy,,u4
0.562,relbert/t5-small-analogy,,google
0.5742078932740411,relbert/t5-small-analogy,,bats
0.14207650273224043,relbert/t5-small-analogy,,t_rex_relational_similarity
0.1040268456375839,relbert/t5-small-analogy,,conceptnet_relational_similarity
0.3333333333333333,relbert/t5-small-analogy,,nell_relational_similarity
0.11633663366336634,relbert/t5-small-analogy,,scan
0.21122994652406418,relbert/opt-350m-analogy,,sat_full
0.24561403508771928,relbert/opt-350m-analogy,,u2
0.23842592592592593,relbert/opt-350m-analogy,,u4
0.23,relbert/opt-350m-analogy,,google
0.26570316842690384,relbert/opt-350m-analogy,,bats
0.01092896174863388,relbert/opt-350m-analogy,,t_rex_relational_similarity
0.040268456375838924,relbert/opt-350m-analogy,,conceptnet_relational_similarity
0.09,relbert/opt-350m-analogy,,nell_relational_similarity
0.027227722772277228,relbert/opt-350m-analogy,,scan
0.20053475935828877,relbert/opt-350m-analogy-permutation,,sat_full
0.2149122807017544,relbert/opt-350m-analogy-permutation,,u2
0.2222222222222222,relbert/opt-350m-analogy-permutation,,u4
0.234,relbert/opt-350m-analogy-permutation,,google
0.23846581434130074,relbert/opt-350m-analogy-permutation,,bats
0.0,relbert/opt-350m-analogy-permutation,,t_rex_relational_similarity
0.044463087248322146,relbert/opt-350m-analogy-permutation,,conceptnet_relational_similarity
0.09,relbert/opt-350m-analogy-permutation,,nell_relational_similarity
0.022896039603960396,relbert/opt-350m-analogy-permutation,,scan
0.22192513368983957,relbert/opt-350m-analogy-permutation-domain,,sat_full
0.25877192982456143,relbert/opt-350m-analogy-permutation-domain,,u2
0.2708333333333333,relbert/opt-350m-analogy-permutation-domain,,u4
0.224,relbert/opt-350m-analogy-permutation-domain,,google
0.24569205113952194,relbert/opt-350m-analogy-permutation-domain,,bats
0.00546448087431694,relbert/opt-350m-analogy-permutation-domain,,t_rex_relational_similarity
