accuracy,model,prefix,data
0.2887700534759358,t5-small,,sat_full
0.32894736842105265,t5-small,,u2
0.3055555555555556,t5-small,,u4
0.554,t5-small,,google
0.40967204002223456,t5-small,,bats
0.15846994535519127,t5-small,,t_rex_relational_similarity
0.057885906040268456,t5-small,,conceptnet_relational_similarity
0.38,t5-small,,nell_relational_similarity
0.17017326732673269,t5-small,,scan
0.45454545454545453,EleutherAI/gpt-j-6B,,sat_full
0.4868421052631579,EleutherAI/gpt-j-6B,,u2
0.4699074074074074,EleutherAI/gpt-j-6B,,u4
0.874,EleutherAI/gpt-j-6B,,google
0.679266259032796,EleutherAI/gpt-j-6B,,bats
0.20218579234972678,EleutherAI/gpt-j-6B,,t_rex_relational_similarity
0.1401006711409396,EleutherAI/gpt-j-6B,,conceptnet_relational_similarity
0.43833333333333335,EleutherAI/gpt-j-6B,,nell_relational_similarity
0.09467821782178218,EleutherAI/gpt-j-6B,,scan
0.3850267379679144,EleutherAI/gpt-neo-2.7B,,sat_full
0.4473684210526316,EleutherAI/gpt-neo-2.7B,,u2
0.4351851851851852,EleutherAI/gpt-neo-2.7B,,u4
0.83,EleutherAI/gpt-neo-2.7B,,google
0.6375764313507504,EleutherAI/gpt-neo-2.7B,,bats
0.16939890710382513,EleutherAI/gpt-neo-2.7B,,t_rex_relational_similarity
0.14093959731543623,EleutherAI/gpt-neo-2.7B,,conceptnet_relational_similarity
0.4,EleutherAI/gpt-neo-2.7B,,nell_relational_similarity
0.08787128712871287,EleutherAI/gpt-neo-2.7B,,scan
0.3663101604278075,EleutherAI/gpt-neo-1.3B,,sat_full
0.42105263157894735,EleutherAI/gpt-neo-1.3B,,u2
0.4212962962962963,EleutherAI/gpt-neo-1.3B,,u4
0.77,EleutherAI/gpt-neo-1.3B,,google
0.6309060589216231,EleutherAI/gpt-neo-1.3B,,bats
0.13114754098360656,EleutherAI/gpt-neo-1.3B,,t_rex_relational_similarity
0.11661073825503356,EleutherAI/gpt-neo-1.3B,,conceptnet_relational_similarity
0.47333333333333333,EleutherAI/gpt-neo-1.3B,,nell_relational_similarity
0.08849009900990099,EleutherAI/gpt-neo-1.3B,,scan
0.339572192513369,EleutherAI/gpt-neo-125M,,sat_full
0.3684210526315789,EleutherAI/gpt-neo-125M,,u2
0.35648148148148145,EleutherAI/gpt-neo-125M,,u4
0.528,EleutherAI/gpt-neo-125M,,google
0.4663702056698166,EleutherAI/gpt-neo-125M,,bats
0.1092896174863388,EleutherAI/gpt-neo-125M,,t_rex_relational_similarity
0.08389261744966443,EleutherAI/gpt-neo-125M,,conceptnet_relational_similarity
0.31833333333333336,EleutherAI/gpt-neo-125M,,nell_relational_similarity
0.055693069306930694,EleutherAI/gpt-neo-125M,,scan
0.3689839572192513,gpt2-xl,,sat_full
0.4298245614035088,gpt2-xl,,u2
0.4398148148148148,gpt2-xl,,u4
0.804,gpt2-xl,,google
0.6197887715397443,gpt2-xl,,bats
0.11475409836065574,gpt2-xl,,t_rex_relational_similarity
0.12583892617449666,gpt2-xl,,conceptnet_relational_similarity
0.40166666666666667,gpt2-xl,,nell_relational_similarity
0.0823019801980198,gpt2-xl,,scan
0.3609625668449198,gpt2-large,,sat_full
0.42105263157894735,gpt2-large,,u2
0.42592592592592593,gpt2-large,,u4
0.754,gpt2-large,,google
0.6008893829905503,gpt2-large,,bats
0.12568306010928962,gpt2-large,,t_rex_relational_similarity
0.12835570469798657,gpt2-large,,conceptnet_relational_similarity
0.39,gpt2-large,,nell_relational_similarity
0.08787128712871287,gpt2-large,,scan
0.34759358288770054,gpt2-medium,,sat_full
0.42543859649122806,gpt2-medium,,u2
0.4050925925925926,gpt2-medium,,u4
0.758,gpt2-medium,,google
0.5831017231795442,gpt2-medium,,bats
0.06557377049180328,gpt2-medium,,t_rex_relational_similarity
0.11577181208053691,gpt2-medium,,conceptnet_relational_similarity
0.43833333333333335,gpt2-medium,,nell_relational_similarity
0.06992574257425743,gpt2-medium,,scan
0.32085561497326204,gpt2,,sat_full
0.3815789473684211,gpt2,,u2
0.3680555555555556,gpt2,,u4
0.568,gpt2,,google
0.43635352973874375,gpt2,,bats
0.07103825136612021,gpt2,,t_rex_relational_similarity
0.08137583892617449,gpt2,,conceptnet_relational_similarity
0.285,gpt2,,nell_relational_similarity
0.050742574257425746,gpt2,,scan
0.32887700534759357,bert-large-cased,,sat_full
0.35964912280701755,bert-large-cased,,u2
0.36574074074074076,bert-large-cased,,u4
0.798,bert-large-cased,,google
0.594219010561423,bert-large-cased,,bats
0.14207650273224043,bert-large-cased,,t_rex_relational_similarity
0.1401006711409396,bert-large-cased,,conceptnet_relational_similarity
0.32,bert-large-cased,,nell_relational_similarity
0.14108910891089108,bert-large-cased,,scan
0.3449197860962567,bert-base-cased,,sat_full
0.3508771929824561,bert-base-cased,,u2
0.35185185185185186,bert-base-cased,,u4
0.676,bert-base-cased,,google
0.4841578654808227,bert-base-cased,,bats
0.09836065573770492,bert-base-cased,,t_rex_relational_similarity
0.09395973154362416,bert-base-cased,,conceptnet_relational_similarity
0.25166666666666665,bert-base-cased,,nell_relational_similarity
0.1448019801980198,bert-base-cased,,scan
0.40641711229946526,roberta-large,,sat_full
0.5043859649122807,roberta-large,,u2
0.4976851851851852,roberta-large,,u4
0.888,roberta-large,,google
0.6987215119510839,roberta-large,,bats
0.36065573770491804,roberta-large,,t_rex_relational_similarity
0.1669463087248322,roberta-large,,conceptnet_relational_similarity
0.38166666666666665,roberta-large,,nell_relational_similarity
0.12128712871287128,roberta-large,,scan
0.36363636363636365,roberta-base,,sat_full
0.42105263157894735,roberta-base,,u2
0.43287037037037035,roberta-base,,u4
0.81,roberta-base,,google
0.6175653140633686,roberta-base,,bats
0.14754098360655737,roberta-base,,t_rex_relational_similarity
0.16610738255033558,roberta-base,,conceptnet_relational_similarity
0.29,roberta-base,,nell_relational_similarity
0.10581683168316831,roberta-base,,scan
0.5,google/flan-ul2,,sat_full
0.5307017543859649,google/flan-ul2,,u2
0.5717592592592593,google/flan-ul2,,u4
0.918,google/flan-ul2,,google
0.7493051695386326,google/flan-ul2,,bats
0.36065573770491804,google/flan-ul2,,t_rex_relational_similarity
0.16778523489932887,google/flan-ul2,,conceptnet_relational_similarity
0.5383333333333333,google/flan-ul2,,nell_relational_similarity
0.1342821782178218,google/flan-ul2,,scan
