,distance_function,sat/test,u2/test,u4/test,google/test,bats/test,sat_full,loss,data,prompt,method,classification_loss,validation,loss_value,loss_name,loss_split,lexical_relation_classification/BLESS,lexical_relation_classification/CogALexV,lexical_relation_classification/EVALution,lexical_relation_classification/K&H+N,lexical_relation_classification/ROOT09,relation_mapping_accuracy
72,cosine_similarity,0.49258160237388726,0.5526315789473685,0.5439814814814815,0.886,0.7443023902167871,0.5,nce,conceptnet-hc,e,average,False,,4.539215903533132,relbert/conceptnet_high_confidence,validation,0.9085430164230828,0.8380281690140845,0.6657638136511376,0.9565277874382695,0.8896897524287057,0.8862103174603174
73,cosine_similarity,0.5578635014836796,0.5657894736842105,0.5902777777777778,0.898,0.7593107281823235,0.5561497326203209,nce,conceptnet-hc,e,mask,False,,4.71467285407217,relbert/conceptnet_high_confidence,validation,0.9303902365526593,0.8781690140845071,0.6939328277356447,0.9631355637476525,0.9088060169225948,0.9325396825396826
74,cosine_similarity,0.4836795252225519,0.5043859649122807,0.5532407407407407,0.87,0.763757643135075,0.4919786096256685,nce,conceptnet-hc,e,average-no-mask,False,,4.551115958314193,relbert/conceptnet_high_confidence,validation,0.909899050775953,0.8448356807511737,0.6419284940411701,0.9563886763580719,0.8865559385772485,0.9089285714285714
75,cosine_similarity,0.6172106824925816,0.6140350877192983,0.6365740740740741,0.898,0.7420789327404114,0.606951871657754,triplet,semeval2012,a,average,False,,6.293217526206488,relbert/semeval2012_relational_similarity,validation,0.8803676359801115,0.8657276995305164,0.6841820151679306,0.9678653404743688,0.8962707615167659,0.868452380952381
76,cosine_similarity,0.5786350148367952,0.5614035087719298,0.5972222222222222,0.926,0.7687604224569206,0.5721925133689839,triplet,semeval2012,a,mask,False,,0.0369412521772746,relbert/semeval2012_relational_similarity,validation,0.9120084375470845,0.8546948356807512,0.7258938244853739,0.9517980107115531,0.9012848636790974,0.8050396825396825
77,cosine_similarity,0.5816023739,0.600877193,0.5810185185,0.868,0.694274597,0.5748663102,triplet,semeval2012,a,average-no-mask,False,,4.045419427,relbert/semeval2012_relational_similarity,validation,0.9053789362663854,0.8598591549295774,0.6744312026002167,0.9689086735758503,0.8934503290504543,0.8172222222222222
78,cosine_similarity,0.5756676557863502,0.5570175438596491,0.5763888888888888,0.87,0.7809894385769872,0.5748663101604278,triplet,semeval2012,b,average,False,,5.747294751903679,relbert/semeval2012_relational_similarity,validation,0.9156245291547386,0.8652582159624412,0.6765980498374865,0.9621617861862697,0.8925101848950172,0.815952380952381
79,cosine_similarity,0.5311572700296736,0.4824561403508772,0.5277777777777778,0.886,0.754307948860478,0.5320855614973262,triplet,semeval2012,b,mask,False,,0.030011124248746,relbert/semeval2012_relational_similarity,validation,0.8882025011300286,0.8687793427230047,0.6982665222101841,0.9435904569798984,0.9022250078345346,0.8107936507936508
80,cosine_similarity,0.5727002967,0.5263157895,0.5578703704,0.836,0.7381878822,0.564171123,triplet,semeval2012,b,average-no-mask,False,,6.427274873,relbert/semeval2012_relational_similarity,validation,0.9174325749585657,0.8612676056338028,0.6825568797399784,0.9676566738540724,0.8928235662801629,0.9023809523809524
81,cosine_similarity,0.5786350148367952,0.6140350877192983,0.6319444444444444,0.918,0.820455808782657,0.5748663101604278,triplet,semeval2012,c,average,False,,2.96817161463484,relbert/semeval2012_relational_similarity,validation,0.924815428657526,0.8718309859154929,0.704225352112676,0.9667524518327885,0.9015982450642431,0.8742857142857143
82,cosine_similarity,0.516320474777448,0.4605263157894737,0.5138888888888888,0.866,0.6842690383546415,0.4999999999999999,triplet,semeval2012,c,mask,False,,0.0165889708301689,relbert/semeval2012_relational_similarity,validation,0.9273768268796143,0.8720657276995305,0.7215601300108341,0.9681435626347639,0.9185208398621121,0.7999801587301587
83,cosine_similarity,0.5400593472,0.6228070175,0.625,0.912,0.7954419122,0.5401069519,triplet,semeval2012,c,average-no-mask,False,,2.760284038,relbert/semeval2012_relational_similarity,validation,0.9285821907488323,0.8795774647887324,0.6776814734561214,0.9683522292550601,0.9088060169225948,0.8449404761904762
84,cosine_similarity,0.6795252225519288,0.6535087719298246,0.6550925925925926,0.938,0.7859922178988327,0.6737967914438503,triplet,semeval2012,d,average,False,,3.197015303599684,relbert/semeval2012_relational_similarity,validation,0.9252674401084827,0.8692488262910798,0.7009750812567714,0.9683522292550601,0.9009714822939517,0.8641666666666666
