,distance_function,sat/test,u2/test,u4/test,google/test,bats/test,sat_full,loss,data,prompt,method,classification_loss,validation,loss_value,loss_name,loss_split,lexical_relation_classification/BLESS,lexical_relation_classification/CogALexV,lexical_relation_classification/EVALution,lexical_relation_classification/K&H+N,lexical_relation_classification/ROOT09,relation_mapping_accuracy
85,cosine_similarity,0.6231454005934718,0.6096491228070176,0.6388888888888888,0.948,0.7665369649805448,0.6122994652406417,triplet,semeval2012,d,mask,False,,0.0486290726480604,relbert/semeval2012_relational_similarity,validation,0.9065843001356034,0.8814553990610329,0.7193932827735645,0.9527022327328372,0.900658100908806,0.8038492063492063
86,cosine_similarity,0.706231454,0.6622807018,0.6527777778,0.924,0.7882156754,0.6951871658,triplet,semeval2012,d,average-no-mask,False,,2.420823206,relbert/semeval2012_relational_similarity,validation,0.9153231881874341,0.8725352112676056,0.6944745395449621,0.9689782291159491,0.9050454403008461,0.815952380952381
87,cosine_similarity,0.5548961424332344,0.631578947368421,0.5740740740740741,0.872,0.754863813229572,0.550802139037433,triplet,semeval2012,e,average,False,,2.6702465588533424,relbert/semeval2012_relational_similarity,validation,0.9031188790116016,0.8692488262910798,0.6933911159263272,0.9611184530847882,0.9088060169225948,0.9255952380952381
88,cosine_similarity,0.5667655786350149,0.5657894736842105,0.5509259259259259,0.86,0.7331851028349082,0.5641711229946524,triplet,semeval2012,e,mask,False,,0.0064713826662377,relbert/semeval2012_relational_similarity,validation,0.9263221334940485,0.8762910798122066,0.7210184182015169,0.9620226751060722,0.9166405515512378,0.772063492063492
89,cosine_similarity,0.6053412463,0.649122807,0.5902777778,0.892,0.7993329628,0.5909090909,triplet,semeval2012,e,average-no-mask,False,,3.424260393,relbert/semeval2012_relational_similarity,validation,0.9243634172065692,0.860093896713615,0.7026002166847237,0.9718995618000974,0.8821685991852084,0.8740476190476191
90,cosine_similarity,0.6320474777448071,0.5745614035087719,0.6018518518518519,0.918,0.7409672040022235,0.6310160427807486,loob,semeval2012,a,average,False,conceptnet,5.540374231644166,relbert/conceptnet_high_confidence,full,0.9133644718999548,0.8523474178403756,0.6700975081256771,0.9501286777491827,0.8987778125979317,0.8358531746031747
91,cosine_similarity,0.6468842729970327,0.543859649122807,0.5833333333333334,0.898,0.7137298499166204,0.6443850267379679,loob,semeval2012,a,average,False,,4.94325407301442,relbert/semeval2012_relational_similarity,validation,0.9153231881874341,0.854225352112676,0.6603466955579632,0.9617444529456771,0.902851770604826,0.8641666666666666
92,cosine_similarity,0.655786350148368,0.631578947368421,0.6412037037037037,0.95,0.8043357420789328,0.6550802139037433,loob,semeval2012,a,mask,False,conceptnet,5.362323427811647,relbert/conceptnet_high_confidence,full,0.9237607352719602,0.8805164319248826,0.7145178764897074,0.9625791194268624,0.9113130680037606,0.824484126984127
93,cosine_similarity,0.655786350148368,0.631578947368421,0.6412037037037037,0.95,0.8043357420789328,0.6550802139037433,loob,semeval2012,a,mask,False,,5.0279221240054355,relbert/semeval2012_relational_similarity,validation,0.9245140876902215,0.8814553990610329,0.7128927410617552,0.9646657856298254,0.9081792541523034,0.9060317460317461
94,cosine_similarity,0.6409495548961425,0.5921052631578947,0.6527777777777778,0.946,0.7871039466370205,0.6417112299465241,loob,semeval2012,a,average-no-mask,False,conceptnet,5.507156662451915,relbert/conceptnet_high_confidence,full,0.9100497212596053,0.8556338028169014,0.6852654387865655,0.9572233428392571,0.9037919147602632,0.8261309523809524
95,cosine_similarity,0.655786350148368,0.618421052631579,0.6643518518518519,0.944,0.7732073374096721,0.6550802139037433,loob,semeval2012,a,average-no-mask,False,,4.841081331201484,relbert/semeval2012_relational_similarity,validation,0.9038722314298628,0.8514084507042253,0.6820151679306609,0.9562495652778744,0.8943904732058916,0.9208333333333333
96,cosine_similarity,0.6023738872403561,0.5394736842105263,0.5717592592592593,0.924,0.7993329627570873,0.5989304812834224,loob,semeval2012,b,average,False,conceptnet,5.547656551385537,relbert/conceptnet_high_confidence,full,0.9186379388277837,0.85,0.6765980498374865,0.9549975655560965,0.8943904732058916,0.8481150793650793
97,cosine_similarity,0.6142433234421365,0.5701754385964912,0.6087962962962963,0.924,0.8037798777098388,0.6149732620320856,loob,semeval2012,b,average,False,,4.950257904409023,relbert/semeval2012_relational_similarity,validation,0.9094470393249963,0.8565727699530518,0.6803900325027086,0.950963344230368,0.8947038545910373,0.8457738095238095
98,cosine_similarity,0.5727002967359051,0.5087719298245614,0.5601851851851852,0.912,0.7459699833240689,0.56951871657754,loob,semeval2012,b,mask,False,conceptnet,5.7977053844011746,relbert/conceptnet_high_confidence,full,0.9311435889709206,0.8654929577464788,0.6998916576381365,0.961466230785282,0.9109996866186149,0.8465079365079365
99,cosine_similarity,0.5727002967359051,0.5087719298245614,0.5601851851851852,0.912,0.7459699833240689,0.56951871657754,loob,semeval2012,b,mask,False,,5.121416495757156,relbert/semeval2012_relational_similarity,validation,0.9239114057556125,0.8654929577464788,0.6988082340195017,0.960283786603603,0.9037919147602632,0.8823809523809524
100,cosine_similarity,0.5964391691394659,0.5570175438596491,0.5949074074074074,0.922,0.7904391328515842,0.5989304812834224,loob,semeval2012,b,average-no-mask,False,conceptnet,5.544604489436517,relbert/conceptnet_high_confidence,full,0.9121591080307367,0.8514084507042253,0.6603466955579632,0.9592404535021214,0.8912566593544343,0.8555952380952381
101,cosine_similarity,0.6023738872403561,0.5307017543859649,0.5995370370370371,0.914,0.7904391328515842,0.6042780748663101,loob,semeval2012,b,average-no-mask,False,,4.86959946858749,relbert/semeval2012_relational_similarity,validation,0.9114057556124755,0.853755868544601,0.66738894907909,0.9581275648605412,0.8928235662801629,0.8373412698412699
102,cosine_similarity,0.6201780415430267,0.631578947368421,0.6574074074074074,0.924,0.8143413007226237,0.6283422459893048,loob,semeval2012,c,average,False,conceptnet,5.3165999712088166,relbert/conceptnet_high_confidence,full,0.9159258701220431,0.8671361502347418,0.6847237269772481,0.9613966752451832,0.9088060169225948,0.8907142857142857
103,cosine_similarity,0.6261127596439169,0.6403508771929824,0.6574074074074074,0.906,0.8210116731517509,0.6363636363636364,loob,semeval2012,c,average,False,,4.836105709665277,relbert/semeval2012_relational_similarity,validation,0.9180352568931747,0.8791079812206573,0.6998916576381365,0.9588926758016276,0.9109996866186149,0.9857142857142858
104,cosine_similarity,0.6379821958456974,0.5131578947368421,0.6087962962962963,0.912,0.7581989994441356,0.6310160427807486,loob,semeval2012,c,mask,False,conceptnet,5.91252129811507,relbert/conceptnet_high_confidence,full,0.9308422480036161,0.8812206572769953,0.7231852654387866,0.9675871183139737,0.9160137887809464,0.8453174603174604
105,cosine_similarity,0.6379821958456974,0.5131578947368421,0.6087962962962963,0.912,0.7581989994441356,0.6310160427807486,loob,semeval2012,c,mask,False,,5.025764468010892,relbert/semeval2012_relational_similarity,validation,0.9282808497815278,0.8805164319248826,0.7291440953412786,0.9662655630520971,0.9125665935443434,0.8514285714285714
106,cosine_similarity,0.6528189910979229,0.6666666666666666,0.6712962962962963,0.936,0.8226792662590328,0.6550802139037433,loob,semeval2012,c,average-no-mask,False,conceptnet,5.443314286378714,relbert/conceptnet_high_confidence,full,0.9219526894681332,0.8687793427230047,0.6982665222101841,0.9657786742714057,0.9084926355374491,0.8421031746031746
107,cosine_similarity,0.6528189910979229,0.6666666666666666,0.6712962962962963,0.936,0.8226792662590328,0.6550802139037433,loob,semeval2012,c,average-no-mask,False,,4.824919868051336,relbert/semeval2012_relational_similarity,validation,0.9234593943046557,0.8690140845070422,0.695557963163597,0.9635528969882451,0.9088060169225948,0.9222619047619047
108,cosine_similarity,0.7091988130563798,0.6535087719298246,0.6342592592592593,0.962,0.8182323513062812,0.7032085561497327,loob,semeval2012,d,average,False,conceptnet,5.330744856443161,relbert/conceptnet_high_confidence,full,0.9210486665662196,0.8650234741784038,0.6939328277356447,0.9643875634694303,0.9066123472265747,0.8684920634920635
109,cosine_similarity,0.7091988130563798,0.6535087719298246,0.6342592592592593,0.962,0.8182323513062812,0.7032085561497327,loob,semeval2012,d,average,False,,4.896374851800083,relbert/semeval2012_relational_similarity,validation,0.9154738586710863,0.8652582159624412,0.6841820151679306,0.9582666759407387,0.9078658727671576,0.8432936507936508
110,cosine_similarity,0.7002967359050445,0.6973684210526315,0.6550925925925926,0.944,0.8121178432462479,0.7058823529411765,loob,semeval2012,d,mask,False,conceptnet,5.3228331468044185,relbert/conceptnet_high_confidence,full,0.9291848726834414,0.8809859154929578,0.7210184182015169,0.9658482298115045,0.9053588216859918,0.8116468253968254
111,cosine_similarity,0.7002967359050445,0.6973684210526315,0.6550925925925926,0.944,0.8121178432462479,0.7058823529411765,loob,semeval2012,d,mask,False,,5.039433144451527,relbert/semeval2012_relational_similarity,validation,0.9278288383305711,0.8809859154929578,0.7177681473456122,0.9682131181748627,0.914133500470072,0.8978174603174603
112,cosine_similarity,0.7002967359050445,0.6535087719298246,0.6574074074074074,0.964,0.81100611450806,0.6925133689839572,loob,semeval2012,d,average-no-mask,False,conceptnet,5.339113972125909,relbert/conceptnet_high_confidence,full,0.9156245291547386,0.8556338028169014,0.6863488624052004,0.9609793420045907,0.911939830774052,0.8325396825396826
113,cosine_similarity,0.6913946587537092,0.6359649122807017,0.6458333333333334,0.958,0.8148971650917176,0.6871657754010695,loob,semeval2012,d,average-no-mask,False,,4.835208978210942,relbert/semeval2012_relational_similarity,validation,0.9153231881874341,0.8577464788732394,0.6847237269772481,0.9634137859080476,0.9106863052334692,0.8871031746031746
114,cosine_similarity,0.5756676557863502,0.5657894736842105,0.5972222222222222,0.906,0.7626459143968871,0.5775401069518716,loob,semeval2012,e,average,False,conceptnet,5.689295229239342,relbert/conceptnet_high_confidence,full,0.9196926322133494,0.8450704225352113,0.6847237269772481,0.9627877860471586,0.8968975242870574,0.9089285714285714
115,cosine_similarity,0.5875370919881305,0.5570175438596491,0.5879629629629629,0.912,0.7670928293496387,0.5909090909090909,loob,semeval2012,e,average,False,,4.953275375821617,relbert/semeval2012_relational_similarity,validation,0.9207473255989151,0.8481220657276995,0.6798483206933911,0.9589622313417264,0.895017235976183,0.9121031746031746
116,cosine_similarity,0.6231454005934718,0.6008771929824561,0.6226851851851852,0.874,0.7570872707059477,0.6176470588235294,loob,semeval2012,e,mask,False,conceptnet,5.690729269614587,relbert/conceptnet_high_confidence,full,0.9242127467229169,0.8744131455399061,0.699349945828819,0.9664046741322946,0.9053588216859918,0.8323412698412699
117,cosine_similarity,0.6231454005934718,0.6008771929824561,0.6226851851851852,0.874,0.7570872707059477,0.6176470588235294,loob,semeval2012,e,mask,False,,5.035406104634317,relbert/semeval2012_relational_similarity,validation,0.9311435889709206,0.8744131455399061,0.7053087757313109,0.9652222299506156,0.8965841429019116,0.8682936507936508
118,cosine_similarity,0.5548961424332344,0.5833333333333334,0.6087962962962963,0.864,0.7876598110061145,0.5588235294117647,loob,semeval2012,e,average-no-mask,False,conceptnet,5.663835039505591,relbert/conceptnet_high_confidence,full,0.923610064788308,0.8495305164319249,0.6630552546045504,0.9648744522501217,0.8959573801316203,0.9192460317460317
119,cosine_similarity,0.5667655786350149,0.5833333333333334,0.6203703703703703,0.872,0.7776542523624236,0.5721925133689839,loob,semeval2012,e,average-no-mask,False,,5.024555513698064,relbert/semeval2012_relational_similarity,validation,0.9202953141479584,0.8467136150234742,0.6836403033586133,0.9625095638867636,0.9009714822939517,0.9032142857142857
